Incident_ID,Incident_Type,System_Impacted,Department,Location,Priority,Reported_Timestamp,Resolved_Timestamp,Resolution_Time_Hours,Status
INC-2025-0794,Unpatched Server,AWS Cloud Infrastructure,HR,Head Office,Critical,05-07-2025 00:04,05-07-2025 19:29,19.42,Closed
INC-2025-0795,Unauthorized Access Attempt,Salesforce CRM,Legal,Head Office,High,12-04-2025 06:18,14-04-2025 10:17,51.99,Closed
INC-2025-0796,Unauthorized Access Attempt,Active Directory,HR,Data Center A,High,15-05-2025 03:01,15-05-2025 06:33,3.54,Resolved
INC-2025-0797,Data Leakage Alert,Salesforce CRM,HR,Data Center A,High,09-07-2025 11:42,10-07-2025 05:39,17.96,Closed
INC-2025-0798,Unauthorized Access Attempt,SAP ERP,Marketing,Data Center A,Critical,08-03-2025 06:12,09-03-2025 10:39,28.45,Closed
INC-2025-0799,Weak Password Policy Violation,Workday HRMS,Finance,Data Center B,High,07-04-2025 17:18,08-04-2025 02:49,9.53,Resolved
INC-2025-0800,Weak Password Policy Violation,Office 365,Legal,Remote Branch,Medium,18-04-2025 23:05,20-04-2025 12:39,37.57,Resolved
INC-2025-0801,Weak Password Policy Violation,Workday HRMS,Marketing,Cloud Instance,Medium,13-09-2025 16:29,14-09-2025 22:24,29.92,Closed
INC-2025-0802,Weak Password Policy Violation,Salesforce CRM,Operations,Remote Branch,Medium,23-11-2025 18:41,24-11-2025 00:38,5.95,Closed
INC-2025-0803,Data Leakage Alert,AWS Cloud Infrastructure,Engineering,Data Center B,Critical,22-03-2025 11:16,22-03-2025 14:43,3.46,Closed
INC-2025-0804,Data Leakage Alert,SAP ERP,Sales,Data Center B,Critical,15-11-2025 10:27,16-11-2025 00:03,13.6,Closed
INC-2025-0805,Data Leakage Alert,Active Directory,Finance,Data Center A,High,16-05-2025 20:04,16-05-2025 22:07,2.06,Closed
INC-2025-0806,Unpatched Server,Salesforce CRM,Legal,Head Office,High,02-03-2025 02:23,02-03-2025 07:44,5.36,Closed
INC-2025-0807,Stale User Account Active,Workday HRMS,Legal,Cloud Instance,Low,08-04-2025 22:38,,,Open
INC-2025-0808,Backup Failure,SAP ERP,Engineering,Cloud Instance,Medium,25-05-2025 11:50,,,Open
INC-2025-0809,Stale User Account Active,AWS Cloud Infrastructure,Finance,Data Center B,High,18-03-2025 12:14,19-03-2025 21:25,33.19,Closed
INC-2025-0810,Stale User Account Active,AWS Cloud Infrastructure,Legal,Remote Branch,Medium,24-06-2025 02:20,24-06-2025 15:46,13.44,Resolved
INC-2025-0811,Unauthorized Access Attempt,Office 365,Legal,Cloud Instance,Critical,13-03-2025 18:55,16-03-2025 15:49,68.9,Closed
INC-2025-0812,Data Leakage Alert,Active Directory,,Remote Branch,Critical,18-12-2025 12:48,19-12-2025 07:18,18.51,Resolved
INC-2025-0813,Failed Patch Deployment,Active Directory,HR,Data Center B,Low,19-11-2025 19:58,21-11-2025 20:22,48.41,Closed
INC-2025-0814,Unpatched Server,AWS Cloud Infrastructure,Sales,Remote Branch,High,25-02-2025 10:36,,,Open
INC-2025-0815,Unpatched Server,Office 365,Marketing,Head Office,Low,19-12-2025 19:31,20-12-2025 00:50,5.33,Closed
INC-2025-0816,Weak Password Policy Violation,Internal Database,Engineering,Head Office,Low,21-08-2025 01:23,21-08-2025 05:54,4.52,Closed
INC-2025-0817,Weak Password Policy Violation,Active Directory,Finance,Remote Branch,Medium,02-09-2025 23:04,05-09-2025 07:12,56.14,Closed
INC-2025-0818,Stale User Account Active,Internal Database,Legal,Remote Branch,Medium,23-03-2025 19:36,24-03-2025 16:51,21.25,Resolved
INC-2025-0819,Data Leakage Alert,Active Directory,Finance,Head Office,High,24-07-2025 19:51,25-07-2025 05:25,9.57,Closed
INC-2025-0820,Unauthorized Access Attempt,Internal Database,Finance,Cloud Instance,Critical,27-11-2025 14:22,28-11-2025 20:13,29.85,Closed
INC-2025-0821,Unpatched Server,AWS Cloud Infrastructure,HR,Data Center A,Critical,13-11-2025 23:27,16-11-2025 09:27,58.01,Closed
INC-2025-0822,Backup Failure,Active Directory,Finance,Data Center A,Medium,21-05-2025 20:34,24-05-2025 08:05,59.53,Closed
INC-2025-0823,Backup Failure,AWS Cloud Infrastructure,Operations,Data Center B,High,04-03-2025 11:04,05-03-2025 03:55,16.85,Resolved
INC-2025-0824,Unauthorized Access Attempt,Office 365,HR,Remote Branch,Critical,14-01-2025 02:40,15-01-2025 11:55,33.25,Closed
INC-2025-0825,Unauthorized Access Attempt,SAP ERP,Operations,Cloud Instance,High,28-02-2025 22:58,02-03-2025 01:35,26.63,Closed
INC-2025-0826,Stale User Account Active,Active Directory,Marketing,Remote Branch,Low,13-03-2025 15:52,13-03-2025 20:05,4.22,Closed
INC-2025-0827,Stale User Account Active,Office 365,Finance,Remote Branch,High,28-03-2025 02:42,29-03-2025 05:51,27.15,Resolved
INC-2025-0828,Weak Password Policy Violation,Internal Database,Finance,Data Center A,Medium,15-08-2025 22:03,17-08-2025 14:06,40.05,Resolved
INC-2025-0829,Failed Patch Deployment,Internal Database,Operations,Remote Branch,Medium,27-01-2025 19:00,28-01-2025 06:22,11.37,Closed
INC-2025-0830,Unauthorized Access Attempt,SAP ERP,HR,Remote Branch,Critical,15-01-2025 00:21,16-01-2025 03:41,27.34,Resolved
INC-2025-0831,Stale User Account Active,Workday HRMS,Legal,Data Center A,Medium,27-03-2025 01:26,28-03-2025 18:00,40.58,Closed
INC-2025-0832,Data Leakage Alert,AWS Cloud Infrastructure,Sales,Head Office,High,29-04-2025 06:06,29-04-2025 10:40,4.58,Closed
INC-2025-0833,Unauthorized Access Attempt,Active Directory,Operations,Cloud Instance,High,29-11-2025 19:23,01-12-2025 23:23,52,Closed
INC-2025-0834,Weak Password Policy Violation,Internal Database,Finance,Data Center B,Medium,29-03-2025 08:06,02-04-2025 07:45,95.65,Closed
INC-2025-0835,Failed Patch Deployment,ACTIVE DIRECTORY   ,Marketing,Data Center A,Medium,22-11-2025 22:20,,,Open
INC-2025-0836,Data Leakage Alert,AWS Cloud Infrastructure,,Data Center B,Critical,24-11-2025 23:14,26-11-2025 04:30,29.27,Closed
INC-2025-0837,Unpatched Server,Salesforce CRM,Finance,Remote Branch,Medium,05-05-2025 19:05,06-05-2025 06:20,11.26,Closed
INC-2025-0838,Stale User Account Active,Active Directory,Finance,Data Center B,Medium,16-08-2025 23:56,17-08-2025 07:45,7.82,Closed
INC-2025-0839,Backup Failure,Internal Database,Operations,Cloud Instance,Medium,13-01-2025 07:54,13-01-2025 17:58,10.07,Closed
INC-2025-0840,Stale User Account Active,Workday HRMS,HR,Data Center A,High,08-11-2025 12:33,09-11-2025 02:34,14.02,Closed
INC-2025-0841,Stale User Account Active,SAP ERP,HR,Data Center A,High,15-04-2025 04:05,15-04-2025 23:11,19.1,Closed
INC-2025-0842,Data Leakage Alert,Internal Database,Operations,Cloud Instance,Critical,26-03-2025 23:12,27-03-2025 03:51,4.66,Closed
INC-2025-0843,Failed Patch Deployment,Active Directory,Marketing,Remote Branch,Medium,10-02-2025 11:25,11-02-2025 02:41,15.27,Closed
INC-2025-0844,Backup Failure,Workday HRMS,HR,Remote Branch,Low,11-01-2025 12:27,12-01-2025 22:35,34.14,Resolved
INC-2025-0845,Failed Patch Deployment,Active Directory,Marketing,Remote Branch,Medium,26-08-2025 09:29,27-08-2025 05:18,19.82,Closed
INC-2025-0846,Unpatched Server,Active Directory,HR,Head Office,Low,07-01-2025 16:46,08-01-2025 08:59,16.23,Closed
INC-2025-0847,Data Leakage Alert,AWS Cloud Infrastructure,Engineering,Cloud Instance,Medium,25-11-2025 18:04,25-11-2025 19:01,0.95,Closed
INC-2025-0848,Data Leakage Alert,Workday HRMS,HR,Cloud Instance,High,28-06-2025 16:45,29-06-2025 20:44,27.99,Closed
INC-2025-0849,Unpatched Server,Active Directory,Marketing,Remote Branch,Medium,18-01-2025 11:40,18-01-2025 12:21,0.69,Closed
INC-2025-0850,Failed Patch Deployment,Active Directory,Marketing,Data Center A,Medium,05-11-2025 18:42,05-11-2025 19:12,0.5,Resolved
INC-2025-0851,Weak Password Policy Violation,Internal Database,Operations,Head Office,Medium,23-09-2025 06:56,25-09-2025 01:25,42.49,Closed
INC-2025-0852,Weak Password Policy Violation,AWS Cloud Infrastructure,Marketing,Cloud Instance,High,30-07-2025 23:55,01-08-2025 00:11,24.27,Closed
INC-2025-0853,Stale User Account Active,Active Directory,,Remote Branch,Low,24-12-2025 09:00,,,Open
INC-2025-0854,Weak Password Policy Violation,AWS Cloud Infrastructure,Marketing,Remote Branch,Critical,02-12-2025 09:46,02-12-2025 14:25,4.66,Closed
INC-2025-0855,Data Leakage Alert,SAP ERP,Sales,Data Center B,High,19-04-2025 05:12,19-04-2025 10:02,4.84,Closed
INC-2025-0856,Stale User Account Active,AWS Cloud Infrastructure,Operations,Data Center B,Critical,25-02-2025 20:10,25-02-2025 22:19,2.15,Closed
INC-2025-0857,Data Leakage Alert,AWS Cloud Infrastructure,HR,Head Office,High,05-01-2025 01:17,05-01-2025 01:47,0.5,Resolved
INC-2025-0858,Unauthorized Access Attempt,Workday HRMS,Sales,Remote Branch,High,05-11-2025 16:48,06-11-2025 08:46,15.97,Closed
INC-2025-0859,Failed Patch Deployment,Salesforce CRM,Marketing,Data Center A,Medium,04-07-2025 21:25,04-07-2025 22:49,1.41,Closed
INC-2025-0860,Stale User Account Active,Workday HRMS,Operations,Remote Branch,Low,13-03-2025 00:38,13-03-2025 18:47,18.15,Closed
INC-2025-0861,Stale User Account Active,OFFICE 365   ,Operations,Remote Branch,Low,21-09-2025 13:42,25-09-2025 20:27,102.76,Closed
INC-2025-0862,Unauthorized Access Attempt,Workday HRMS,Engineering,Cloud Instance,High,14-12-2025 14:14,15-12-2025 02:30,12.27,Closed
INC-2025-0863,Backup Failure,Internal Database,Operations,Head Office,Medium,17-07-2025 09:38,17-07-2025 13:20,3.71,Closed
INC-2025-0864,Unpatched Server,SAP ERP,Sales,Remote Branch,High,14-02-2025 09:53,15-02-2025 04:59,19.1,Closed
INC-2025-0865,Stale User Account Active,AWS Cloud Infrastructure,Finance,Data Center B,High,04-05-2025 07:13,07-05-2025 04:29,69.27,Closed
INC-2025-0866,Failed Patch Deployment,Active Directory,Finance,Remote Branch,Low,24-05-2025 07:46,24-05-2025 23:17,15.52,Closed
INC-2025-0867,Stale User Account Active,Internal Database,Sales,Remote Branch,Medium,16-02-2025 22:21,19-02-2025 14:47,64.44,Resolved
INC-2025-0868,Stale User Account Active,Internal Database,Operations,Remote Branch,Low,01-12-2025 20:50,03-12-2025 19:21,46.53,Closed
INC-2025-0869,Unauthorized Access Attempt,SAP ERP,Finance,Cloud Instance,Critical,31-10-2025 06:47,01-11-2025 03:11,20.41,Resolved
INC-2025-0870,Failed Patch Deployment,SAP ERP,Marketing,Head Office,Critical,30-10-2025 17:12,03-11-2025 14:54,93.71,Resolved
INC-2025-0871,Weak Password Policy Violation,Active Directory,Legal,Data Center B,Medium,30-10-2025 07:06,31-10-2025 01:39,18.55,Closed
INC-2025-0872,Data Leakage Alert,Active Directory,Legal,Remote Branch,High,17-03-2025 19:18,18-03-2025 21:34,26.27,Closed
INC-2025-0873,Stale User Account Active,Office 365,Engineering,Head Office,Medium,21-05-2025 22:36,23-05-2025 16:56,42.34,Closed
INC-2025-0874,Unpatched Server,Salesforce CRM,Legal,Data Center A,High,26-04-2025 22:47,28-04-2025 22:55,48.14,Closed
INC-2025-0875,Backup Failure,Internal Database,Legal,Data Center A,Low,12-01-2025 17:25,13-01-2025 20:36,27.19,Closed
INC-2025-0876,Failed Patch Deployment,Internal Database,Sales,Cloud Instance,High,23-12-2025 06:44,23-12-2025 18:44,12.01,Resolved
INC-2025-0877,Backup Failure,SAP ERP,Legal,Cloud Instance,High,23-08-2025 20:10,24-08-2025 10:10,14,Closed
INC-2025-0878,Unpatched Server,Internal Database,Legal,Head Office,Low,05-07-2025 23:54,07-07-2025 03:07,27.22,Closed
INC-2025-0879,Backup Failure,Internal Database,Operations,Data Center A,High,29-01-2025 03:22,,,Open
INC-2025-0880,Weak Password Policy Violation,Salesforce CRM,Marketing,Remote Branch,Medium,18-03-2025 20:46,18-03-2025 21:35,0.83,Closed
INC-2025-0881,Stale User Account Active,Internal Database,HR,Remote Branch,Low,21-12-2025 21:42,22-12-2025 12:39,14.95,Closed
INC-2025-0882,Unauthorized Access Attempt,Salesforce CRM,,Head Office,High,01-03-2025 02:07,02-03-2025 04:38,26.52,Closed
INC-2025-0883,Failed Patch Deployment,AWS Cloud Infrastructure,Sales,Head Office,High,31-10-2025 05:24,01-11-2025 06:13,24.83,Closed
INC-2025-0884,Backup Failure,Internal Database,Finance,Data Center B,Low,05-04-2025 12:52,06-04-2025 00:52,12.01,Closed
INC-2025-0885,Backup Failure,Office 365,Finance,Data Center B,Medium,03-10-2025 22:52,04-10-2025 02:02,3.18,Resolved
INC-2025-0886,Weak Password Policy Violation,Workday HRMS,HR,Data Center A,High,03-01-2025 17:28,03-01-2025 20:37,3.15,Resolved
INC-2025-0887,Backup Failure,Salesforce CRM,Sales,Head Office,High,13-02-2025 03:32,16-02-2025 12:53,81.35,Closed
INC-2025-0888,Unauthorized Access Attempt,Salesforce CRM,HR,Data Center B,High,31-05-2025 21:34,01-06-2025 18:13,20.65,Closed
INC-2025-0889,Weak Password Policy Violation,Office 365,Engineering,Data Center B,High,18-04-2025 22:06,18-04-2025 23:12,1.1,Closed
INC-2025-0890,Weak Password Policy Violation,Active Directory,HR,Data Center B,Medium,21-04-2025 18:22,23-04-2025 01:42,31.34,Closed
INC-2025-0891,Data Leakage Alert,Active Directory,Marketing,Remote Branch,High,12-02-2025 08:43,13-02-2025 13:10,28.46,Closed
INC-2025-0892,Stale User Account Active,Internal Database,Marketing,Data Center A,High,10-07-2025 18:42,11-07-2025 11:53,17.19,Closed
INC-2025-0893,Data Leakage Alert,AWS Cloud Infrastructure,Legal,Head Office,High,06-11-2025 07:04,07-11-2025 01:16,18.2,Closed
INC-2025-0894,Failed Patch Deployment,Salesforce CRM,Finance,Cloud Instance,Low,16-03-2025 07:17,16-03-2025 18:38,11.36,Closed
INC-2025-0895,Weak Password Policy Violation,Active Directory,Finance,Cloud Instance,Low,29-10-2025 15:06,30-10-2025 20:01,28.93,Closed
INC-2025-0896,Failed Patch Deployment,Active Directory,Finance,Remote Branch,Medium,03-04-2025 11:51,06-04-2025 22:27,82.61,Closed
INC-2025-0897,Unpatched Server,Office 365,Operations,Cloud Instance,High,05-01-2025 21:32,06-01-2025 23:15,25.72,Closed
INC-2025-0898,Failed Patch Deployment,Internal Database,Marketing,Data Center A,Low,14-12-2025 19:26,15-12-2025 00:17,4.85,Closed
INC-2025-0899,Weak Password Policy Violation,AWS Cloud Infrastructure,Engineering,Data Center A,High,06-06-2025 20:54,07-06-2025 05:39,8.76,Closed
INC-2025-0900,Unpatched Server,INTERNAL DATABASE   ,Finance,Head Office,Low,26-03-2025 18:03,27-03-2025 02:07,8.08,Closed
INC-2025-0901,Weak Password Policy Violation,INTERNAL DATABASE   ,Operations,Data Center A,Medium,03-09-2025 15:32,04-09-2025 18:38,27.11,Closed
INC-2025-0902,Stale User Account Active,Workday HRMS,HR,Head Office,Medium,06-08-2025 22:34,07-08-2025 05:17,6.72,Closed
INC-2025-0903,Weak Password Policy Violation,Internal Database,Sales,Head Office,Medium,07-11-2025 14:10,09-11-2025 17:26,51.28,Closed
INC-2025-0904,Weak Password Policy Violation,Active Directory,Legal,Cloud Instance,High,27-01-2025 13:31,28-01-2025 00:43,11.21,Closed
INC-2025-0905,Backup Failure,Workday HRMS,Sales,Head Office,Medium,29-05-2025 09:30,29-05-2025 15:15,5.75,Closed
INC-2025-0906,Weak Password Policy Violation,Internal Database,Engineering,Head Office,Medium,26-08-2025 19:54,27-08-2025 06:27,10.55,Closed
INC-2025-0907,Stale User Account Active,Salesforce CRM,Finance,Data Center A,High,25-07-2025 11:00,26-07-2025 03:15,16.26,Closed
INC-2025-0908,Unauthorized Access Attempt,AWS Cloud Infrastructure,Finance,Data Center A,Critical,03-12-2025 08:14,03-12-2025 19:29,11.25,Closed
INC-2025-0909,Data Leakage Alert,SAP ERP,Engineering,Remote Branch,High,24-03-2025 04:22,24-03-2025 04:52,0.5,Closed
INC-2025-0910,Unpatched Server,SAP ERP,Engineering,Remote Branch,Critical,04-08-2025 23:21,05-08-2025 03:32,4.19,Resolved
INC-2025-0911,Data Leakage Alert,SAP ERP,Engineering,Remote Branch,High,09-10-2025 15:51,09-10-2025 19:07,3.27,Closed
INC-2025-0912,Backup Failure,Internal Database,,Remote Branch,Medium,09-03-2025 03:06,09-03-2025 06:20,3.24,Resolved
INC-2025-0913,Backup Failure,Internal Database,Finance,Cloud Instance,Medium,08-08-2025 19:47,09-08-2025 11:29,15.7,Closed
INC-2025-0914,Stale User Account Active,Active Directory,Sales,Data Center B,Low,06-04-2025 07:17,08-04-2025 07:11,47.91,Resolved
INC-2025-0915,Stale User Account Active,AWS Cloud Infrastructure,HR,Head Office,High,25-12-2025 23:32,26-12-2025 04:33,5.02,Closed
INC-2025-0916,Data Leakage Alert,Active Directory,Finance,Head Office,Critical,21-05-2025 06:59,21-05-2025 07:29,0.5,Closed
INC-2025-0917,Stale User Account Active,Salesforce CRM,Sales,Data Center A,Medium,24-04-2025 10:27,25-04-2025 03:33,17.11,Closed
INC-2025-0918,Stale User Account Active,Salesforce CRM,Engineering,Remote Branch,High,07-05-2025 10:57,07-05-2025 11:57,1,Closed
INC-2025-0919,Weak Password Policy Violation,SALESFORCE CRM   ,Operations,Head Office,Medium,09-08-2025 05:16,09-08-2025 16:07,10.85,Resolved
INC-2025-0920,Backup Failure,Workday HRMS,Sales,Data Center A,Medium,19-06-2025 11:47,20-06-2025 20:23,32.6,Resolved
INC-2025-0921,Weak Password Policy Violation,Active Directory,Engineering,Remote Branch,High,14-02-2025 03:08,15-02-2025 01:14,22.1,Closed
INC-2025-0922,Unpatched Server,Active Directory,Legal,Remote Branch,Medium,20-02-2025 02:34,20-02-2025 11:10,8.61,Closed
INC-2025-0923,Unpatched Server,SAP ERP,HR,Data Center A,High,03-08-2025 17:45,05-08-2025 20:03,50.31,Closed
INC-2025-0924,Stale User Account Active,AWS Cloud Infrastructure,,Head Office,High,12-08-2025 02:30,14-08-2025 18:46,64.28,Closed
INC-2025-0925,Failed Patch Deployment,Active Directory,Marketing,Head Office,High,17-10-2025 01:50,,,Open
INC-2025-0926,Weak Password Policy Violation,Workday HRMS,Sales,Head Office,Medium,26-03-2025 14:48,27-03-2025 10:38,19.84,Closed
INC-2025-0927,Weak Password Policy Violation,Active Directory,Finance,Data Center A,Medium,31-10-2025 22:00,02-11-2025 11:31,37.53,Resolved
INC-2025-0928,Unpatched Server,Workday HRMS,Engineering,Cloud Instance,Medium,18-05-2025 17:07,18-05-2025 18:14,1.12,Closed
INC-2025-0929,Failed Patch Deployment,Active Directory,Engineering,Head Office,Medium,25-11-2025 07:52,25-11-2025 10:49,2.96,Closed
INC-2025-0930,Stale User Account Active,SAP ERP,Engineering,Data Center B,Critical,16-05-2025 23:08,17-05-2025 21:49,22.69,Closed
INC-2025-0931,Unpatched Server,Salesforce CRM,Legal,Cloud Instance,Medium,01-04-2025 08:01,05-04-2025 04:28,92.45,Closed
INC-2025-0932,Data Leakage Alert,Internal Database,Marketing,Cloud Instance,Critical,17-11-2025 20:38,19-11-2025 13:22,40.74,Closed
INC-2025-0933,Backup Failure,Workday HRMS,Legal,Remote Branch,High,21-03-2025 14:14,22-03-2025 03:53,13.66,Closed
INC-2025-0934,Backup Failure,Active Directory,Operations,Data Center A,Medium,07-04-2025 18:31,07-04-2025 23:17,4.77,Resolved
INC-2025-0935,Stale User Account Active,AWS Cloud Infrastructure,Legal,Data Center B,Medium,07-04-2025 02:09,07-04-2025 08:54,6.75,Closed
INC-2025-0936,Stale User Account Active,Active Directory,Sales,Head Office,High,05-11-2025 03:24,05-11-2025 06:12,2.8,Closed
INC-2025-0937,Backup Failure,Active Directory,HR,Head Office,High,18-05-2025 04:40,19-05-2025 18:23,37.73,Closed
INC-2025-0938,Backup Failure,Salesforce CRM,Legal,Head Office,Low,14-04-2025 04:30,16-04-2025 10:00,53.5,Resolved
INC-2025-0939,Weak Password Policy Violation,SAP ERP,HR,Cloud Instance,High,18-11-2025 17:07,18-11-2025 18:12,1.09,Closed
INC-2025-0940,Unauthorized Access Attempt,Active Directory,Operations,Data Center A,Critical,13-01-2025 07:27,13-01-2025 17:54,10.46,Closed
INC-2025-0941,Backup Failure,Internal Database,Marketing,Head Office,Medium,09-09-2025 05:07,12-09-2025 08:20,75.22,Closed
INC-2025-0942,Unauthorized Access Attempt,SAP ERP,Engineering,Data Center B,High,19-03-2025 05:27,20-03-2025 03:25,21.97,Closed
INC-2025-0943,Backup Failure,Office 365,Engineering,Cloud Instance,Low,28-06-2025 03:17,29-06-2025 05:17,26.01,Resolved
INC-2025-0944,Unauthorized Access Attempt,Workday HRMS,Finance,Data Center A,High,02-12-2025 04:20,02-12-2025 18:32,14.2,Closed
INC-2025-0945,Data Leakage Alert,Office 365,Finance,Cloud Instance,Critical,16-03-2025 02:20,,,Open
INC-2025-0946,Stale User Account Active,AWS Cloud Infrastructure,Operations,Remote Branch,Medium,05-11-2025 20:21,08-11-2025 17:32,69.19,Closed
INC-2025-0947,Data Leakage Alert,Office 365,Sales,Data Center B,High,02-10-2025 07:24,03-10-2025 13:31,30.12,Closed
INC-2025-0948,Unauthorized Access Attempt,Internal Database,HR,Data Center A,Critical,05-07-2025 00:13,,,Open
INC-2025-0949,Failed Patch Deployment,SAP ERP,Finance,Cloud Instance,Medium,13-03-2025 09:29,15-03-2025 07:33,46.07,Closed
INC-2025-0950,Unauthorized Access Attempt,Active Directory,Legal,Data Center A,High,02-03-2025 22:45,04-03-2025 06:27,31.7,Closed
INC-2025-0951,Weak Password Policy Violation,INTERNAL DATABASE   ,Finance,Head Office,High,02-09-2025 19:55,02-09-2025 23:43,3.81,Closed
INC-2025-0952,Data Leakage Alert,Workday HRMS,Legal,Data Center A,Medium,04-04-2025 15:47,05-04-2025 09:46,17.99,Closed
INC-2025-0953,Stale User Account Active,Workday HRMS,Operations,Head Office,Medium,27-05-2025 03:09,28-05-2025 03:49,24.68,Closed
INC-2025-0954,Data Leakage Alert,Workday HRMS,Operations,Remote Branch,Critical,11-10-2025 22:53,12-10-2025 19:15,20.37,Closed
INC-2025-0955,Weak Password Policy Violation,SAP ERP,Engineering,Remote Branch,Critical,06-03-2025 23:13,07-03-2025 00:35,1.38,Closed
INC-2025-0956,Unauthorized Access Attempt,Workday HRMS,Sales,Remote Branch,Critical,02-09-2025 10:41,04-09-2025 04:49,42.14,Closed
INC-2025-0957,Unauthorized Access Attempt,Salesforce CRM,HR,Head Office,Critical,09-02-2025 11:38,09-02-2025 21:26,9.81,Resolved
INC-2025-0958,Unauthorized Access Attempt,Office 365,HR,Cloud Instance,Critical,07-04-2025 17:12,07-04-2025 17:59,0.79,Closed
INC-2025-0959,Data Leakage Alert,Workday HRMS,Sales,Head Office,Critical,25-01-2025 10:05,25-01-2025 10:35,0.5,Resolved
INC-2025-0960,Backup Failure,Salesforce CRM,HR,Remote Branch,Low,02-07-2025 04:44,02-07-2025 14:23,9.66,Closed
INC-2025-0961,Unauthorized Access Attempt,Active Directory,Legal,Data Center B,Critical,15-07-2025 15:37,15-07-2025 16:32,0.92,Resolved
INC-2025-0962,Stale User Account Active,SAP ERP,Marketing,Data Center A,Medium,21-04-2025 21:41,23-04-2025 04:06,30.43,Closed
INC-2025-0963,Weak Password Policy Violation,Internal Database,Sales,Cloud Instance,Low,18-08-2025 04:21,19-08-2025 03:47,23.44,Closed
INC-2025-0964,Unpatched Server,AWS Cloud Infrastructure,Marketing,Data Center A,High,09-11-2025 19:04,,,Open
INC-2025-0965,Backup Failure,Active Directory,Finance,Cloud Instance,Low,08-10-2025 02:31,08-10-2025 11:33,9.04,Closed
INC-2025-0966,Unauthorized Access Attempt,Salesforce CRM,Engineering,Head Office,Medium,02-04-2025 22:49,07-04-2025 05:31,102.7,Closed
INC-2025-0967,Weak Password Policy Violation,SAP ERP,HR,Remote Branch,High,21-01-2025 11:54,22-01-2025 00:31,12.62,Closed
INC-2025-0968,Weak Password Policy Violation,Workday HRMS,Sales,Cloud Instance,Low,11-07-2025 02:43,11-07-2025 17:04,14.35,Closed
INC-2025-0969,Stale User Account Active,SAP ERP,Marketing,Data Center A,Critical,25-12-2025 17:00,25-12-2025 19:40,2.67,Closed
INC-2025-0970,Backup Failure,AWS Cloud Infrastructure,HR,Remote Branch,Medium,09-12-2025 02:22,10-12-2025 03:03,24.69,Closed
INC-2025-0971,Data Leakage Alert,SAP ERP,Marketing,Remote Branch,High,13-04-2025 12:21,13-04-2025 22:24,10.06,Closed
INC-2025-0972,Data Leakage Alert,Salesforce CRM,Finance,Head Office,High,07-10-2025 04:30,07-10-2025 10:15,5.76,Closed
INC-2025-0973,Failed Patch Deployment,Workday HRMS,Finance,Remote Branch,Medium,31-08-2025 06:03,31-08-2025 06:36,0.56,Closed
INC-2025-0974,Unpatched Server,SAP ERP,HR,Head Office,High,21-05-2025 12:05,22-05-2025 17:58,29.89,Closed
INC-2025-0975,Backup Failure,Active Directory,Engineering,Head Office,Medium,17-02-2025 13:21,,,Open
INC-2025-0976,Weak Password Policy Violation,AWS Cloud Infrastructure,Operations,Data Center A,High,23-12-2025 13:22,24-12-2025 09:38,20.27,Resolved
INC-2025-0977,Stale User Account Active,SAP ERP,HR,Data Center B,High,12-11-2025 04:20,13-11-2025 21:57,41.63,Closed
INC-2025-0978,Data Leakage Alert,Active Directory,Finance,Data Center A,Critical,13-09-2025 10:07,14-09-2025 13:01,26.9,Resolved
INC-2025-0979,Unpatched Server,Workday HRMS,Legal,Remote Branch,High,24-11-2025 18:06,26-11-2025 02:57,32.86,Closed
INC-2025-0980,Unpatched Server,AWS Cloud Infrastructure,,Cloud Instance,High,18-04-2025 06:43,18-04-2025 07:13,0.5,Closed
INC-2025-0981,Backup Failure,Workday HRMS,Sales,Head Office,Medium,25-12-2025 15:41,,,Open
INC-2025-0982,Backup Failure,Office 365,Operations,Cloud Instance,Medium,28-02-2025 05:29,28-02-2025 10:09,4.67,Closed
INC-2025-0983,Stale User Account Active,Internal Database,Legal,Remote Branch,Low,21-11-2025 09:44,23-11-2025 23:56,62.21,Closed
INC-2025-0984,Stale User Account Active,SAP ERP,Finance,Head Office,Medium,12-11-2025 13:06,13-11-2025 22:32,33.44,Closed
INC-2025-0985,Unauthorized Access Attempt,Workday HRMS,Sales,Cloud Instance,Critical,04-08-2025 06:14,05-08-2025 01:29,19.25,Resolved
INC-2025-0986,Data Leakage Alert,Workday HRMS,Engineering,Remote Branch,Critical,27-11-2025 22:50,27-11-2025 23:20,0.5,Closed
INC-2025-0987,Failed Patch Deployment,Salesforce CRM,Marketing,Remote Branch,High,11-12-2025 07:00,11-12-2025 19:51,12.85,Resolved
INC-2025-0988,Backup Failure,Office 365,Legal,Data Center B,Low,12-06-2025 10:10,,,Open
INC-2025-0989,Stale User Account Active,Office 365,HR,Remote Branch,Low,27-01-2025 18:27,28-01-2025 18:43,24.27,Closed
INC-2025-0990,Data Leakage Alert,Active Directory,Sales,Data Center A,High,20-02-2025 22:51,21-02-2025 01:52,3.02,Closed
INC-2025-0991,Weak Password Policy Violation,Workday HRMS,Engineering,Data Center A,Medium,15-06-2025 06:05,15-06-2025 19:53,13.81,Closed
INC-2025-0992,Unauthorized Access Attempt,Office 365,Marketing,Data Center B,High,15-07-2025 00:47,19-07-2025 03:09,98.38,Closed
